Number,Start date,Start station,Start station number,End date,End station,End station number,Bike number,Bike model,Total duration,Total duration (ms),duration_min,trip_category,start_hour,end_hour,start_day,start_month,is_weekend,day_type
153051406,2025-10-15 23:10:00,"Lexham Gardens, Kensington",1121,2025-10-15 23:20:00,"Harcourt Terrace, West Brompton",300069,52449,CLASSIC,10m 19s,619530,10.3255,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051385,2025-10-15 23:08:00,"Tysoe Street, Clerkenwell",1146,2025-10-15 23:30:00,"Cleaver Street, Kennington",10628,54710,CLASSIC,22m 9s,1329606,22.1601,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051386,2025-10-15 23:08:00,"Bow Church Station, Bow",200252,2025-10-15 23:14:00,"Mile End Park Leisure Centre, Mile End",300027,63434,PBSC_EBIKE,5m 56s,356550,5.9425,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051387,2025-10-15 23:08:00,"Horseferry Road, Westminster",1170,2025-10-15 23:22:00,"Clarges Street, Mayfair",200088,58730,CLASSIC,14m 0s,840981,14.01635,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051388,2025-10-15 23:08:00,"Grosvenor Crescent, Belgravia",1169,2025-10-15 23:26:00,"Store Street, Bloomsbury",3507,62836,PBSC_EBIKE,17m 40s,1060897,17.681616666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051389,2025-10-15 23:08:00,"Lord's, St. John's Wood",2665,2025-10-15 23:21:00,"Wells Street, Fitzrovia",3495,55545,CLASSIC,13m 5s,785900,13.098333333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051390,2025-10-15 23:08:00,"Grant Road East, Clapham Junction",200120,2025-10-15 23:14:00,"Alma Road, Wandsworth",300046,62271,PBSC_EBIKE,5m 20s,320526,5.3421,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051391,2025-10-15 23:08:00,"Great Russell Street, Bloomsbury",988,2025-10-15 23:31:00,"Pritchard's Road, Bethnal Green",200083,53700,CLASSIC,22m 30s,1350670,22.511166666666668,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051392,2025-10-15 23:08:00,"William IV Street, Strand",1028,2025-10-15 23:19:00,"Gaywood  Street, Elephant & Castle",200132,55439,CLASSIC,10m 44s,644210,10.736833333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051393,2025-10-15 23:08:00,"Cleveland Way, Stepney",200250,2025-10-15 23:19:00,"Mile End Park Leisure Centre, Mile End",300027,55031,CLASSIC,10m 3s,603280,10.054666666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051394,2025-10-15 23:09:00,"Ontario Street, Elephant & Castle",1200,2025-10-15 23:23:00,"Snowsfields, London Bridge",200193,58857,CLASSIC,14m 32s,872339,14.538983333333332,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051374,2025-10-15 23:07:00,"Pall Mall East, West End",1153,2025-10-15 23:24:00,"Margery Street, Clerkenwell",3468,40906,CLASSIC,17m 23s,1043102,17.385033333333332,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051375,2025-10-15 23:07:00,"Marylebone Lane, Marylebone",1152,2025-10-15 23:19:00,"Rochester Row, Westminster",3457,63279,PBSC_EBIKE,12m 11s,731934,12.1989,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051376,2025-10-15 23:07:00,"Queen's Gate (Central), South Kensington",1089,2025-10-15 23:13:00,"Lexham Gardens, Kensington",1121,57037,CLASSIC,5m 57s,357859,5.964316666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051377,2025-10-15 23:07:00,"Parsons Green Station, Parsons Green",300052,2025-10-15 23:10:00,"St. Peter's Terrace, Fulham",300043,57626,CLASSIC,3m 10s,190840,3.1806666666666668,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051378,2025-10-15 23:07:00,"Gloucester Terrace, Bayswater",1173,2025-10-15 23:28:00,"Bonny Street, Camden Town",200105,63306,PBSC_EBIKE,20m 36s,1236859,20.614316666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051379,2025-10-15 23:07:00,"Castlehaven Road, Camden Town",200016,2025-10-15 23:25:00,"Red Lion Street, Holborn",22171,58814,CLASSIC,17m 33s,1053347,17.555783333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051380,2025-10-15 23:07:00,"Museum of London, Barbican",1043,2025-10-15 23:24:00,"Doddington Grove, Kennington",200084,35364,CLASSIC,16m 57s,1017145,16.952416666666668,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051381,2025-10-15 23:07:00,"Chicheley Street, South Bank",200206,2025-10-15 23:20:00,"Berry Street, Clerkenwell",1159,52207,CLASSIC,12m 37s,757156,12.619266666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051382,2025-10-15 23:07:00,"Bedford Way, Bloomsbury",1156,2025-10-15 23:14:00,"Northdown Street, King's Cross",200058,50967,CLASSIC,6m 37s,397702,6.6283666666666665,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051383,2025-10-15 23:07:00,"Russell Square Station, Bloomsbury",978,2025-10-15 23:17:00,"Argyle Street, Kings Cross",1011,56975,CLASSIC,9m 11s,551315,9.188583333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051384,2025-10-15 23:08:00,"Napier Avenue, Millwall",200046,2025-10-15 23:48:00,"Napier Avenue, Millwall",200046,30165,CLASSIC,40m 0s,2400948,40.0158,Long(41-120 mins),23,23,Wednesday,October,False,Weekday
153051365,2025-10-15 23:06:00,"George Street, Marylebone",1225,2025-10-15 23:39:00,"Hop Exchange, The Borough",960,22119,CLASSIC,33m 7s,1987815,33.13025,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051367,2025-10-15 23:06:00,"Kensington Church Street, Kensington",1143,2025-10-15 23:13:00,"All Saints Church, Portobello",300023,53237,CLASSIC,7m 32s,452915,7.548583333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051368,2025-10-15 23:06:00,"Sandilands Road, Walham Green",300001,2025-10-15 23:12:00,"Fulham Broadway, Walham Green",300086,56734,CLASSIC,6m 8s,368259,6.13765,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051369,2025-10-15 23:06:00,"London Street, Paddington",300079,2025-10-15 23:31:00,"Cotton Garden Estate, Kennington",990,58970,CLASSIC,25m 0s,1500796,25.013266666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051371,2025-10-15 23:06:00,"Aintree Street, Fulham",200098,2025-10-15 23:15:00,"Putney Bridge Station, Fulham",200125,56384,CLASSIC,8m 45s,525166,8.752766666666666,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051372,2025-10-15 23:06:00,"Pitfield Street Central, Hoxton",200248,2025-10-15 23:14:00,"Central House, Aldgate",3430,63273,PBSC_EBIKE,7m 18s,438366,7.3061,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051373,2025-10-15 23:06:00,"Union Street, The Borough",961,2025-10-15 23:19:00,"Burgess Park Albany Road, Walworth",300063,52310,CLASSIC,12m 56s,776082,12.9347,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051354,2025-10-15 23:05:00,"Carey Street, Holborn",1139,2025-10-15 23:22:00,"St. George's Square, Pimlico",1195,52737,CLASSIC,17m 19s,1039260,17.321,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051355,2025-10-15 23:05:00,"Riverlight North, Nine Elms",1165,2025-10-15 23:32:00,"Doddington Grove, Kennington",200084,55660,CLASSIC,27m 12s,1632376,27.206266666666668,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051356,2025-10-15 23:05:00,"Riverlight North, Nine Elms",1165,2025-10-15 23:32:00,"Doddington Grove, Kennington",200084,55387,CLASSIC,27m 14s,1634922,27.2487,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051357,2025-10-15 23:05:00,"Southampton Place, Holborn",1123,2025-10-15 23:17:00,"Gloucester Street, Pimlico",1103,60334,PBSC_EBIKE,11m 53s,713107,11.885116666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051358,2025-10-15 23:05:00,"Regency Street, Westminster",1155,2025-10-15 23:22:00,"Thorndike Close, West Chelsea",300030,62073,PBSC_EBIKE,16m 38s,998633,16.643883333333335,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051359,2025-10-15 23:05:00,"Crawford Street, Marylebone",1036,2025-10-15 23:15:00,"Devonshire Terrace, Bayswater",1227,56482,CLASSIC,9m 21s,561392,9.356533333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051360,2025-10-15 23:05:00,"Pall Mall East, West End",1153,2025-10-15 23:26:00,"St Mary's Hospital, Paddington",3496,40519,CLASSIC,21m 5s,1265964,21.0994,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051361,2025-10-15 23:05:00,"Ampton Street , Clerkenwell",1019,2025-10-15 23:11:00,"Percival Street, Finsbury",200051,60341,PBSC_EBIKE,5m 35s,335234,5.587233333333334,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051362,2025-10-15 23:05:00,"Cleveland Way, Stepney",200250,2025-10-15 23:10:00,"Watney Street, Shadwell",200149,55103,CLASSIC,4m 41s,281397,4.68995,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051363,2025-10-15 23:06:00,"Tooley Street, Bermondsey",1142,2025-10-15 23:10:00,"Tower Wharf, Bermondsey",2667,51280,CLASSIC,4m 25s,265140,4.419,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051364,2025-10-15 23:06:00,"Ontario Street, Elephant & Castle",1200,2025-10-15 23:32:00,"Cleveland Way, Stepney",200250,60503,PBSC_EBIKE,26m 21s,1581375,26.35625,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051338,2025-10-15 23:04:00,"Pitfield Street North,Hoxton",200152,2025-10-15 23:10:00,"Old Street Station, St. Luke's",1064,22977,CLASSIC,6m 42s,402969,6.71615,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051339,2025-10-15 23:04:00,"Bethnal Green Road, Shoreditch",973,2025-10-15 23:16:00,"Leonard Circus , Shoreditch",1020,59848,CLASSIC,12m 5s,725574,12.0929,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051340,2025-10-15 23:04:00,"St. John Street, Finsbury",992,2025-10-15 23:23:00,"Pancras Road, King's Cross",3428,50838,CLASSIC,18m 48s,1128363,18.80605,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051342,2025-10-15 23:04:00,"Calshot Street , King's Cross",1066,2025-10-15 23:35:00,"Bancroft Road, Bethnal Green",200234,62968,PBSC_EBIKE,30m 53s,1853431,30.890516666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051343,2025-10-15 23:04:00,"St. John Street, Finsbury",992,2025-10-15 23:22:00,"Pancras Road, King's Cross",3428,30004,CLASSIC,18m 37s,1117879,18.631316666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051344,2025-10-15 23:04:00,"Craven Street, Strand",1160,2025-10-15 23:19:00,"Ashmole Estate, Oval",200223,31042,CLASSIC,15m 22s,922459,15.374316666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051345,2025-10-15 23:04:00,"Leman Street, Aldgate",1102,2025-10-15 23:11:00,"Crimscott Street, Bermondsey",300061,20337,CLASSIC,6m 37s,397576,6.626266666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051346,2025-10-15 23:04:00,"Teviot Street, Poplar",200254,2025-10-15 23:07:00,"Langdon Park, Poplar",200160,59465,CLASSIC,2m 59s,179978,2.999633333333333,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051348,2025-10-15 23:04:00,"Queen's Gate (South), South Kensington",1172,2025-10-15 23:15:00,"Thorndike Close, West Chelsea",300030,24440,CLASSIC,11m 0s,660438,11.0073,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051349,2025-10-15 23:04:00,"Sutton Street, Shadwell",200256,2025-10-15 23:51:00,"Blythe Road, Olympia",200153,60295,PBSC_EBIKE,46m 39s,2799434,46.65723333333333,Long(41-120 mins),23,23,Wednesday,October,False,Weekday
153051350,2025-10-15 23:04:00,"Gloucester Road Station, South Kensington",1107,2025-10-15 23:23:00,"Hereford Road, Bayswater",1016,56032,CLASSIC,18m 33s,1113867,18.56445,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051351,2025-10-15 23:04:00,"Queensway, Kensington Gardens",1150,2025-10-15 23:18:00,"Bayswater Road, Hyde Park",1096,57862,CLASSIC,13m 25s,805033,13.417216666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051352,2025-10-15 23:04:00,"Stanhope Gate, Mayfair",3506,2025-10-15 23:16:00,"Nutford Place, Marylebone",1112,41033,CLASSIC,11m 12s,672853,11.214216666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051353,2025-10-15 23:05:00,"Gas Holders, Battersea Park",300216,2025-10-15 23:22:00,"Grant Road East, Clapham Junction",200120,35043,CLASSIC,17m 35s,1055632,17.593866666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051326,2025-10-15 23:03:00,"Bolsover Street, Fitzrovia",1025,2025-10-15 23:15:00,"Holborn Circus, Holborn",982,54997,CLASSIC,12m 32s,752510,12.541833333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051327,2025-10-15 23:03:00,"Columbia Road, Shoreditch",2701,2025-10-15 23:27:00,"Jubilee Crescent, Cubitt Town",200054,63023,PBSC_EBIKE,24m 37s,1477573,24.626216666666668,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051328,2025-10-15 23:03:00,"Chepstow Villas, Notting Hill",1120,2025-10-15 23:07:00,"Ilchester Gardens, Bayswater",200086,52371,CLASSIC,3m 40s,220480,3.6746666666666665,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051329,2025-10-15 23:03:00,"Sea Containers, South Bank",200144,2025-10-15 23:18:00,"Panton Street, West End",3452,56945,CLASSIC,14m 38s,878568,14.6428,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051330,2025-10-15 23:03:00,"St. John's Wood Church, The Regent's Park",1091,2025-10-15 23:05:00,"Charlbert Street, St. John's Wood",3422,40552,CLASSIC,2m 1s,121533,2.02555,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051331,2025-10-15 23:03:00,"Southern Grove, Bow",200168,2025-10-15 23:34:00,"Westminster Pier, Westminster",300249,58754,CLASSIC,31m 16s,1876255,31.27091666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051332,2025-10-15 23:03:00,"Calshot Street , King's Cross",1066,2025-10-15 23:37:00,"Cadogan Close, Victoria Park",200112,53888,CLASSIC,34m 6s,2046703,34.111716666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051333,2025-10-15 23:03:00,"Bethnal Green Road, Shoreditch",973,2025-10-15 23:16:00,"Leonard Circus , Shoreditch",1020,53555,CLASSIC,12m 21s,741916,12.365266666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051334,2025-10-15 23:03:00,"West Smithfield Rotunda, Farringdon",1040,2025-10-15 23:17:00,"Eversholt Street , Camden Town",1005,51907,CLASSIC,13m 42s,822718,13.711966666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051335,2025-10-15 23:03:00,"Old Quebec Street, Marylebone",1085,2025-10-15 23:30:00,"Royal London Hospital, Whitechapel",1077,60322,PBSC_EBIKE,26m 55s,1615712,26.928533333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051336,2025-10-15 23:03:00,"Bethnal Green Road, Shoreditch",973,2025-10-15 23:16:00,"Leonard Circus , Shoreditch",1020,30188,CLASSIC,12m 8s,728318,12.138633333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051337,2025-10-15 23:04:00,"Waterloo Road, South Bank",1176,2025-10-15 23:11:00,"Borough High Street, The Borough",996,31079,CLASSIC,7m 48s,468708,7.8118,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051316,2025-10-15 23:02:00,"Warren Street Station, Euston",1090,2025-10-15 23:12:00,"Carnegie Street, King's Cross",300035,58822,CLASSIC,10m 29s,629523,10.49205,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051317,2025-10-15 23:02:00,"Lower Marsh, Waterloo",1219,2025-10-15 23:16:00,"Page Street, Westminster",200048,20663,CLASSIC,14m 8s,848826,14.1471,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051318,2025-10-15 23:02:00,"Vincent Square, Westminster",1196,2025-10-15 23:14:00,"Borough High Street, The Borough",996,58550,CLASSIC,12m 16s,736350,12.2725,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051319,2025-10-15 23:02:00,"Queen's Gate (Central), South Kensington",1089,2025-10-15 23:14:00,"Humbolt Road, Fulham",300068,51666,CLASSIC,12m 2s,722791,12.046516666666667,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051320,2025-10-15 23:02:00,"York Hall, Bethnal Green",200042,2025-10-15 23:12:00,"Sutton Street, Shadwell",200256,40553,CLASSIC,10m 17s,617684,10.294733333333333,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051321,2025-10-15 23:02:00,"Worship Street, Shoreditch",997,2025-10-15 23:18:00,"Rectory Square, Stepney",200037,51887,CLASSIC,15m 33s,933514,15.558566666666668,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051322,2025-10-15 23:02:00,"Tower Gardens , Tower",1071,2025-10-15 23:29:00,"East Village, Queen Elizabeth Olympic Park",300200,51912,CLASSIC,26m 38s,1598826,26.6471,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051323,2025-10-15 23:03:00,"Chepstow Villas, Notting Hill",1120,2025-10-15 23:07:00,"Ilchester Gardens, Bayswater",200086,30582,CLASSIC,3m 58s,238939,3.9823166666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051324,2025-10-15 23:02:00,"Vereker Road, West Kensington",200116,2025-10-15 23:10:00,"Irene Road, Parsons Green",300012,56036,CLASSIC,7m 50s,470113,7.835216666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051325,2025-10-15 23:03:00,"Seymour Place, Marylebone",200198,2025-10-15 23:05:00,"Edgware Road Station, Marylebone",1058,51790,CLASSIC,2m 35s,155997,2.59995,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051306,2025-10-15 23:01:00,"Stepney Green Station, Stepney",200012,2025-10-15 23:05:00,"Harford Street, Mile End",200102,55831,CLASSIC,4m 20s,260353,4.339216666666666,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051307,2025-10-15 23:01:00,"Berry Street, Clerkenwell",1159,2025-10-15 23:12:00,"Granby Street, Shoreditch",22174,60287,PBSC_EBIKE,11m 34s,694374,11.5729,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051308,2025-10-15 23:01:00,"Vincent Square, Westminster",1196,2025-10-15 23:37:00,"Dunston Road , Haggerston",300024,56916,CLASSIC,35m 50s,2150776,35.846266666666665,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051309,2025-10-15 23:01:00,"Ferndale Road, Brixton",200240,2025-10-15 23:08:00,"Cranmer Road, Stockwell",300247,41403,CLASSIC,6m 26s,386869,6.447816666666666,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051310,2025-10-15 23:01:00,"Christian Street, Whitechapel",22177,2025-10-15 23:10:00,"Aylward Street, Stepney",300049,56345,CLASSIC,8m 24s,504289,8.404816666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051311,2025-10-15 23:01:00,"Ossulston Street, Somers Town",300211,2025-10-15 23:03:00,"Cartwright Gardens , Bloomsbury",1010,53693,CLASSIC,1m 36s,96458,1.6076333333333332,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051312,2025-10-15 23:02:00,"Michael Road, Walham Green",300095,2025-10-15 23:08:00,"Putney Bridge Station, Fulham",200125,54242,CLASSIC,6m 18s,378787,6.313116666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051313,2025-10-15 23:02:00,"Waterloo Road, South Bank",1176,2025-10-15 23:08:00,"Gaywood  Street, Elephant & Castle",200132,56461,CLASSIC,6m 55s,415300,6.921666666666667,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051314,2025-10-15 23:02:00,"Newton Street, Covent Garden",300074,2025-10-15 23:23:00,"Binfield Road, Stockwell",300015,50332,CLASSIC,21m 30s,1290499,21.508316666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051315,2025-10-15 23:02:00,"Chelsea Green, Chelsea",1179,2025-10-15 23:17:00,"Clarence Walk, Stockwell",200194,59380,CLASSIC,15m 22s,922570,15.376166666666666,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051295,2025-10-15 23:00:00,"Strata, Elephant & Castle",10624,2025-10-15 23:19:00,"Pitfield Street North,Hoxton",200152,62458,PBSC_EBIKE,19m 46s,1186545,19.77575,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051296,2025-10-15 23:00:00,"Bath Street, St. Luke's",964,2025-10-15 23:04:00,"Roscoe Street, St. Luke's",1026,54826,CLASSIC,3m 49s,229482,3.8247,Short(1-10 mins),23,23,Wednesday,October,False,Weekday
153051297,2025-10-15 23:00:00,"Charlotte Street, Fitzrovia",2669,2025-10-15 23:17:00,"Vauxhall Bridge , Pimlico",1046,50623,CLASSIC,17m 29s,1049213,17.486883333333335,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
153051298,2025-10-15 23:00:00,"Newton Street, Covent Garden",300074,2025-10-15 23:22:00,"Teversham Lane, Stockwell",300036,56822,CLASSIC,22m 9s,1329383,22.156383333333334,Normal(10-40 mins),23,23,Wednesday,October,False,Weekday
